timeframe,timeframe_name,rank,rank_name,ranking,heroid,name,roles,lanes,win_rate_pct,pick_rate_pct,ban_rate_pct,meta_score,tier,counter_1,counter_2,counter_3,counter_4,counter_5,synergy_1,synergy_2,synergy_3,synergy_4,synergy_5,avatar_url
7d,Past 7 days,mythic,Mythic,28,117,Fredrinn,"Fighter, Tank",Jungle,51.48,0.79,2.76,33.5,B,Gloo,Roger,Zhask,Joy,Irithel,Yin,Diggie,Martis,Angela,Ixia,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_dea170bfd5f26c41fb04e5edf72afedb.png
7d,Past 7 days,mythic,Mythic,29,80,Guinevere,Fighter,Exp Lane,51.47,1.19,3.53,35.6,B,Alucard,Lunox,Julian,Lesley,Esmeralda,Thamuz,Bane,Balmond,Alucard,Cici,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_901bdd5d4432a2c0290dfc71df615a5a.png
7d,Past 7 days,mythic,Mythic,30,46,Odette,Mage,Mid Lane,51.44,0.59,0.43,31.2,B,Kaja,Rafaela,Khaleed,Yve,Wanwan,Zhuxin,Yve,Lolita,Chip,Kagura,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_1_9_47/100_d9251718a8894546ba04cfa9ca68dedc.png
7d,Past 7 days,mythic,Mythic,31,31,Moskov,Marksman,Gold Lane,51.43,1.16,0.13,33.3,B,Gloo,Fanny,Joy,Wanwan,Thamuz,Harith,Faramis,Natalia,Grock,Karina,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_a60a866ab6752a7f66766e720da987ea.png
7d,Past 7 days,mythic,Mythic,32,111,Edith,"Tank, Marksman","Exp Lane, Roam",51.37,0.37,0.3,30.1,B,Harith,Mathilda,Freya,Alice,Silvanna,Lolita,Sun,Masha,Khaleed,Marcel,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_daab57918de01a6d5bb2ed6f45808a7e.png
7d,Past 7 days,mythic,Mythic,33,94,Popol and Kupa,Marksman,"Jungle, Gold Lane",51.37,0.28,0.1,29.6,C,Zilong,Phoveus,Harley,Aamon,Yin,Irithel,Wanwan,Granger,Beatrix,Clint,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_1acbb23b9a50f412104047a60eb18808.png
7d,Past 7 days,mythic,Mythic,34,3,Saber,Assassin,"Jungle, Roam",51.35,0.48,6.63,34.3,B,Nolan,Ling,Harley,Lunox,Yve,Marcel,Estes,Chip,Lolita,Rafaela,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_6bbfac806f29d29f17fea9e98d2d2fee.png
7d,Past 7 days,mythic,Mythic,35,104,Gloo,Tank,"Exp Lane, Roam",51.34,0.95,38.55,55.3,A,Aamon,Esmeralda,Karina,Selena,Harley,Zilong,Natalia,Helcurt,Minsitthar,Sun,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_1_9_642/100_c472fe0233e5ef84a3ac9ba4a229d09f.png
7d,Past 7 days,mythic,Mythic,36,34,Estes,Support,Roam,51.26,0.57,18.95,41.8,B,Zhask,Faramis,Balmond,Cyclops,Cici,Tigreal,Atlas,Kalea,Khufra,Saber,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_ff4de3b0aabd1d2f6e184db1c831f6a9.png
7d,Past 7 days,mythic,Mythic,37,99,Barats,"Tank, Fighter",Jungle,51.23,1.35,10.3,39.7,B,Silvanna,Alucard,Phoveus,Zilong,Lolita,Natalia,Estes,Sun,Layla,Gusion,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_6495be044c2d28106e200f6918391d54.png
7d,Past 7 days,mythic,Mythic,38,22,Freya,Fighter,"Exp Lane, Jungle",51.18,0.49,0.9,30.5,B,Yve,Arlott,Masha,Estes,Ling,Chip,Balmond,Aamon,Natan,Harith,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_2_1_18_2/100_b9c34c88762ca8e66ccd4d84071bf0bc.png
7d,Past 7 days,mythic,Mythic,39,25,Kagura,Mage,Mid Lane,50.98,1.15,1.98,33.2,B,Lolita,Vale,Silvanna,Sun,Jawhead,Zhuxin,Odette,Lunox,Popol and Kupa,Thamuz,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_da424b020b8ac8235d64a1b8a09aa749.png
7d,Past 7 days,mythic,Mythic,40,107,Natan,Marksman,Gold Lane,50.91,0.41,0.1,29.0,C,Zhask,Sun,Gloo,Esmeralda,Helcurt,Yin,Faramis,Chou,Akai,Baxia,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_da02742f59013365923b216420bc4082.png
7d,Past 7 days,mythic,Mythic,41,50,Zhask,Mage,Mid Lane,50.78,0.23,0.08,27.9,C,Jawhead,Harith,Khaleed,Wanwan,Harley,Xavier,Johnson,Pharsa,Jawhead,Khaleed,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_d8f170087cb2d5b71bb22a0a4664a927.png
7d,Past 7 days,mythic,Mythic,42,109,Aamon,Assassin,Jungle,50.73,0.5,0.76,29.3,C,Cici,Hilda,Claude,Marcel,Harith,Lancelot,Martis,Nolan,Diggie,Lolita,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_b3a7602fe7ffd1e54bf8ea79ceadfa72.png
7d,Past 7 days,mythic,Mythic,43,93,Atlas,Tank,Roam,50.72,1.57,25.76,48.5,A,Popol and Kupa,Baxia,Lolita,Ixia,Eudora,Floryn,Estes,Angela,Franco,Mathilda,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_d974ac796678180ff8724b88e192898b.png
7d,Past 7 days,mythic,Mythic,44,62,Kaja,"Support, Fighter",Roam,50.62,1.0,43.59,56.7,A,Valir,Baxia,Kimmy,Alpha,Akai,Chip,Natalia,Aurora,Kalea,Minotaur,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_a23983833ad5bee7c83422c8ff727115.png
7d,Past 7 days,mythic,Mythic,45,4,Alice,"Tank, Mage","Exp Lane, Jungle",50.62,0.9,1.71,31.2,B,Grock,Khufra,Faramis,Phoveus,Johnson,Cici,Terizla,Jawhead,Zilong,Angela,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_2_1_18/100_18300163a5a912a84adb52b8d59b4618.png
7d,Past 7 days,mythic,Mythic,46,118,Joy,Assassin,Jungle,50.6,0.26,0.18,27.6,C,Wanwan,Hanabi,X.Borg,Luo Yi,Silvanna,Martis,Lancelot,Leomord,Baxia,Lolita,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_d3a3a55c22000ae78732fed8cba2efef.png
7d,Past 7 days,mythic,Mythic,47,11,Bane,"Fighter, Mage","Jungle, Exp Lane",50.56,0.21,0.06,27.3,C,Faramis,Phoveus,Chip,Lancelot,Cyclops,Hilda,Benedetta,Uranus,Helcurt,Yin,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_7e4e74bb161da0f477cc0d1819fa39e6.png
7d,Past 7 days,mythic,Mythic,48,91,Cecilion,Mage,Mid Lane,50.44,0.74,0.07,29.1,C,Lolita,Akai,Lancelot,Barats,Edith,Zhuxin,Carmilla,Harley,Saber,Chang'e,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_045399c265021d47da6512e6de20b64f.png
7d,Past 7 days,mythic,Mythic,49,121,Ixia,Marksman,Gold Lane,50.42,0.72,0.86,29.5,C,Estes,Cyclops,Popol and Kupa,Rafaela,Luo Yi,Harith,Baxia,Irithel,Diggie,Estes,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_f070d82521ecd2e14d4ef3f25880830a.png
7d,Past 7 days,mythic,Mythic,50,125,Zhuxin,Mage,Mid Lane,50.37,0.32,0.36,27.4,C,Lolita,Khufra,Leomord,Aamon,Lukas,Luo Yi,Odette,Kagura,Lylia,Cecilion,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_92/100_595f85bc90df3889c711c6b1f02dc02d.png
7d,Past 7 days,mythic,Mythic,51,63,Selena,"Assassin, Mage",,50.34,1.61,3.33,34.3,B,Benedetta,Yve,Clint,X.Borg,Yin,Floryn,Estes,Layla,Harley,X.Borg,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_c3f967121519ae40509c5b2fdf52b19d.png
7d,Past 7 days,mythic,Mythic,52,67,Leomord,Fighter,Jungle,50.25,0.46,0.22,27.6,C,Chip,Faramis,Saber,Zhask,Layla,Lancelot,Joy,Martis,Aamon,Jawhead,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_554cdf13a7587fe08c5deed60132c61c.png
7d,Past 7 days,mythic,Mythic,53,122,Nolan,Assassin,Jungle,50.21,1.27,2.63,32.2,B,Estes,Natan,Hanabi,Lolita,Melissa,Aamon,Martis,Uranus,Esmeralda,Freya,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_9012ee9f73fbb4db4e1953e5fb5172e1.png
7d,Past 7 days,mythic,Mythic,54,70,Belerick,Tank,Roam,50.0,1.77,66.34,62.1,S,Silvanna,Kimmy,Saber,Minsitthar,Zhuxin,Angela,Rafaela,Floryn,Mathilda,Kalea,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_5f2a9eca0bafd4ed8dc39a93c771b3af.png
7d,Past 7 days,mythic,Mythic,55,115,Xavier,Mage,Mid Lane,49.94,0.71,0.08,27.7,C,Belerick,Popol and Kupa,Faramis,Carmilla,Uranus,Zhask,Lolita,Aldous,Balmond,Khufra,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_df0a8dfc494f85ed9bbc4512cc1e5d3c.png
7d,Past 7 days,mythic,Mythic,56,119,Novaria,Mage,Mid Lane,49.93,1.66,2.29,32.9,B,Diggie,Valir,Baxia,Balmond,Hanabi,Zhuxin,Harley,Cyclops,Jawhead,Khufra,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_57eeea6d5bd8d21229de8df79751db9f.png
7d,Past 7 days,mythic,Mythic,57,113,Yin,"Fighter, Assassin","Jungle, Exp Lane",49.82,0.25,0.31,25.7,C,Bane,Gord,Carmilla,Diggie,Silvanna,Fredrinn,Bane,Karina,Aulus,Mathilda,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_92/100_ee1c12c84f49514a30e405fb5c617796.png
7d,Past 7 days,mythic,Mythic,58,100,Brody,Marksman,Gold Lane,49.68,1.57,2.68,32.1,B,Karina,Irithel,Joy,Belerick,Harley,Irithel,Harith,Melissa,Popol and Kupa,Bruno,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_f18e45a9a4cb45897e1f614593ff4497.png
7d,Past 7 days,mythic,Mythic,59,30,Yi Sun-shin,"Assassin, Marksman",Jungle,49.67,2.46,17.52,44.5,B,Melissa,Martis,Thamuz,Marcel,Khufra,Martis,Yin,Layla,Joy,Zilong,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_961378be3f498d42c25b3defd1635ad1.png
7d,Past 7 days,mythic,Mythic,60,120,Arlott,"Fighter, Assassin",Exp Lane,49.59,0.48,0.21,26.0,C,X.Borg,Yve,Khaleed,Khufra,Lolita,Chip,Julian,Hanabi,Fredrinn,Natan,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_f666faa5ec6be5353f10dcd1d8997a42.png
7d,Past 7 days,mythic,Mythic,61,103,Paquito,"Fighter, Assassin",Exp Lane,49.54,2.23,57.43,62.8,S,X.Borg,Aldous,Natalia,Karina,Wanwan,Zhask,Alice,Sun,Bane,Gatotkaca,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_e2b6d9c6d82b4a27f0bb2710c8ead3e8.png
7d,Past 7 days,mythic,Mythic,62,131,Sora,"Fighter, Assassin",Exp Lane,49.52,0.88,1.95,28.5,C,Estes,Chip,Faramis,Kimmy,Silvanna,Thamuz,Baxia,Aulus,Alucard,Julian,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_2_1_40/100_8143d7bbd4318d7c699908e808de885e.png
7d,Past 7 days,mythic,Mythic,63,59,Uranus,Tank,Exp Lane,49.49,0.42,0.19,25.5,C,Yin,Mathilda,Zhask,Irithel,Masha,Bane,Cici,Angela,Nolan,Ixia,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_2e15a0a506aaecd9b3de40a8cc9f7ec7.png
7d,Past 7 days,mythic,Mythic,64,73,Harith,Mage,"Gold Lane, Mid Lane",49.38,0.2,0.04,24.3,C,Jawhead,Yin,Suyou,Lapu-Lapu,Irithel,Ixia,Beatrix,Claude,Irithel,Melissa,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_d228a823b477fdf6c458c829c2e62bcf.png
7d,Past 7 days,mythic,Mythic,65,1,Miya,Marksman,Gold Lane,49.34,1.76,6.48,34.2,B,Saber,Obsidia,Harith,Guinevere,Kalea,Harith,Franco,Gloo,Jawhead,Claude,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_da894b37bfb5cadb32307f371f31918a.png
7d,Past 7 days,mythic,Mythic,66,33,Cyclops,Mage,Mid Lane,49.22,0.44,0.09,24.9,C,Natalia,Mathilda,Marcel,Ling,Aldous,Franco,Marcel,Ixia,Pharsa,Nana,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_68da456f9c01b2f88d29ee320db181ed.png
7d,Past 7 days,mythic,Mythic,67,95,Yu Zhong,Fighter,Exp Lane,49.21,0.68,0.2,25.9,C,Luo Yi,Yin,Minsitthar,Gloo,X.Borg,Cici,Faramis,Thamuz,Yve,Argus,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_92/100_9823ce4fe5eb89c0082b24f6d5ea67f6.png
7d,Past 7 days,mythic,Mythic,68,87,Baxia,Tank,Jungle,49.2,0.07,0.11,23.3,C,Khaleed,Cyclops,Edith,Jawhead,Bruno,Granger,Ixia,Diggie,Floryn,Aldous,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_80e408203869ca99302af195ac4f756c.png
7d,Past 7 days,mythic,Mythic,69,98,Khaleed,Fighter,"Exp Lane, Roam",49.19,0.16,0.06,23.6,C,Yin,Vale,Johnson,Zilong,Diggie,Faramis,Pharsa,Thamuz,Hylos,Zhask,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_540a6a9d343842674ce002082366ec9d.png
7d,Past 7 days,mythic,Mythic,70,36,Aurora,Mage,Mid Lane,49.15,0.46,0.12,24.8,C,Lolita,Estes,Edith,Harith,Fredrinn,Kaja,Phoveus,Lapu-Lapu,Roger,Bane,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_f9b2be0150361018bb98f941b9667c42.png
7d,Past 7 days,mythic,Mythic,71,126,Suyou,"Assassin, Fighter",Jungle,49.12,1.18,0.8,28.0,C,Natalia,Balmond,Diggie,X.Borg,Khaleed,Martis,Joy,Yin,Esmeralda,Aurora,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_1_9_20/100_5e4ca70172332dde18bb1dc158ccc5c8.png
7d,Past 7 days,mythic,Mythic,72,29,Ruby,Fighter,Exp Lane,49.03,0.39,0.07,24.2,C,Zilong,Zhask,Roger,Argus,Gusion,Luo Yi,Lolita,Faramis,Aulus,Balmond,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_4b96c75b136290576d849309722d4d20.png
7d,Past 7 days,mythic,Mythic,73,68,Lunox,Mage,Mid Lane,48.95,0.37,0.07,23.9,C,Kaja,Gloo,Uranus,Esmeralda,Balmond,Johnson,Chip,Pharsa,Kagura,Bane,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_e162688afdcaf3f6498af30badfe31c5.png
7d,Past 7 days,mythic,Mythic,74,60,Hanabi,Marksman,Gold Lane,48.85,1.23,2.48,28.5,C,Popol and Kupa,Kaja,Saber,Chip,Guinevere,Lolita,Mathilda,Chip,Arlott,Zhuxin,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_8a9c1966feb34e85d7bdcc1ed01ffb5d.png
7d,Past 7 days,mythic,Mythic,75,116,Julian,"Assassin, Fighter",Jungle,48.82,0.57,0.26,24.5,C,Uranus,Phoveus,Faramis,Odette,Esmeralda,Chip,Franco,Johnson,Tigreal,Faramis,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_5511ddc0ad2789b525f32ef572b017eb.png
7d,Past 7 days,mythic,Mythic,76,124,Chip,"Support, Tank",Roam,48.8,0.08,0.5,22.6,C,Lolita,Valentina,Jawhead,Zilong,Yin,Marcel,Kaja,Angela,Kalea,Minsitthar,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_79224d297f14377ad2eda8543432330d.png
7d,Past 7 days,mythic,Mythic,77,74,Minsitthar,Fighter,"Exp Lane, Roam",48.77,0.48,4.19,26.3,C,Freya,Phoveus,Wanwan,Lukas,Martis,Chip,Lolita,Hylos,Johnson,Harith,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_c5d24a1dad6cef21de2698a4ed1d80ce.png
7d,Past 7 days,mythic,Mythic,78,71,Kimmy,"Marksman, Mage",,48.74,0.6,0.15,24.3,C,Hilda,Sun,Zhask,Balmond,Khufra,Natalia,Estes,Baxia,Fredrinn,Saber,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_1_9_642/100_61295dfefd369004e5e4a7f4fc86647b.png
7d,Past 7 days,mythic,Mythic,79,64,Aldous,Fighter,Exp Lane,48.73,0.26,0.26,23.0,C,X.Borg,Belerick,Helcurt,Uranus,Layla,Vale,Lolita,Johnson,Thamuz,Baxia,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_0eb32187d08f14779585a8be53b83f01.png
7d,Past 7 days,mythic,Mythic,80,42,Harley,"Assassin, Mage",Jungle,48.68,0.5,0.86,24.2,C,Yve,Melissa,Zhuxin,Suyou,Faramis,Yve,Chang'e,Lunox,Zetian,Valentina,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_3aa6964c07a70f9b125da447f320e1ac.png
7d,Past 7 days,mythic,Mythic,81,77,Badang,Fighter,"Exp Lane, Roam",48.67,1.76,9.88,34.7,B,Fanny,Zilong,Helcurt,Sun,Franco,Natalia,Bane,Aldous,Julian,Sun,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_9fb1784545a48aef42241fc7a719c575.png
7d,Past 7 days,mythic,Mythic,82,129,Zetian,Mage,Mid Lane,48.65,2.06,2.12,31.1,B,Natalia,Tigreal,Lolita,Popol and Kupa,Pharsa,Harley,Cyclops,Silvanna,Natalia,Chang'e,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_1_9_90/100_8d965f05f84621a51f799aeb8fb5f4c4.png
7d,Past 7 days,mythic,Mythic,83,123,Cici,Fighter,Exp Lane,48.45,0.64,0.73,24.1,C,Balmond,Alice,Thamuz,Belerick,Lukas,Yu Zhong,Uranus,Alice,Aulus,Gatotkaca,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_60e3e11da30f404c77fff9e22d3bdc72.png
7d,Past 7 days,mythic,Mythic,84,56,Gusion,Assassin,"Jungle, Mid Lane",48.37,1.12,2.62,27.0,C,Aamon,Natalia,Valir,Yve,Uranus,Johnson,Khaleed,Aamon,Yin,Martis,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_c6cd232de60da5372a7101a203e56554.png
7d,Past 7 days,mythic,Mythic,85,82,Terizla,"Fighter, Tank",Exp Lane,48.32,0.3,0.05,22.0,C,Faramis,Yin,Baxia,Silvanna,Johnson,Alice,Natalia,Roger,Nana,Alpha,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_c4bb270c28c7be663f57e993b0d6d3d8.png
7d,Past 7 days,mythic,Mythic,86,9,Akai,Tank,Roam,48.07,0.35,1.01,22.2,C,Saber,Chou,Ruby,Zilong,Fredrinn,Natalia,Helcurt,Angela,Aldous,Estes,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_28f223447f0174336ff0922d364d81d3.png
7d,Past 7 days,mythic,Mythic,87,53,Lesley,"Marksman, Assassin",Gold Lane,48.06,1.29,2.85,27.0,C,Marcel,Gatotkaca,Carmilla,Lolita,Bruno,Harith,Claude,Popol and Kupa,Thamuz,Bane,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_08770893183018333f54a98e63c41ee3.png
7d,Past 7 days,mythic,Mythic,88,114,Melissa,Marksman,Gold Lane,48.05,0.52,5.35,25.4,C,Lolita,Popol and Kupa,Alucard,Karina,Zilong,Wanwan,Irithel,Harith,Lolita,Brody,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_1fa7436301fea3f13fbcd4772051d22d.png
7d,Past 7 days,mythic,Mythic,89,52,Pharsa,Mage,Mid Lane,48.0,0.29,0.04,21.2,C,Baxia,Diggie,Alucard,Estes,Julian,Yve,Luo Yi,Khaleed,Lunox,Zhask,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_10151d43910e62f7aa9ce08df481a20f.png
7d,Past 7 days,mythic,Mythic,90,7,Alucard,"Fighter, Assassin",Jungle,47.95,0.33,0.11,21.2,C,Yve,Natalia,Harith,Sun,Esmeralda,Grock,Tigreal,Khaleed,Joy,Minsitthar,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_0f51b6906e08897aa02330d65b0deeac.png
7d,Past 7 days,mythic,Mythic,91,89,Wanwan,Marksman,Gold Lane,47.88,0.12,0.05,20.2,C,Yin,Chip,Silvanna,Hanzo,Dyrroth,Melissa,Irithel,Karrie,Harith,Grock,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_1_9_47/100_44bfa1dc44deb8d7620605faaa9ffae7.png
7d,Past 7 days,mythic,Mythic,92,21,Hayabusa,Assassin,Jungle,47.72,0.78,0.95,23.0,C,Aamon,Yve,Harley,Zhuxin,Karina,Karina,Yin,Wanwan,Esmeralda,Aldous,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_9cc074562291a02644a0ddae28eeaa42.png
7d,Past 7 days,mythic,Mythic,93,72,Thamuz,Fighter,Exp Lane,47.7,0.38,0.26,20.9,C,Natalia,Alice,Dyrroth,Johnson,Phoveus,Aldous,Khaleed,Sora,Guinevere,Vale,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_2_1_18/100_b5ad55e408b68acf6a86e7ff76f5f569.png
7d,Past 7 days,mythic,Mythic,94,86,Lylia,Mage,Mid Lane,47.66,0.53,0.13,21.4,C,Barats,Alice,Ixia,Diggie,Alpha,Zhuxin,Natalia,Atlas,Zilong,Odette,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_706573f138055c3df3df94948b4f26bd.png
7d,Past 7 days,mythic,Mythic,95,65,Claude,Marksman,Gold Lane,47.65,0.95,0.09,23.0,C,Lolita,Layla,Thamuz,Yu Zhong,Harith,Harith,Beatrix,Lesley,Popol and Kupa,Luo Yi,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_e1097b9d3e1d5e9f14600d32e8b18acd.png
7d,Past 7 days,mythic,Mythic,96,27,Sun,Fighter,"Exp Lane, Jungle",47.56,0.73,7.78,26.5,C,Jawhead,Layla,X.Borg,Cici,Minsitthar,Jawhead,Balmond,Edith,X.Borg,Khaleed,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_117b5cdcc13232157075ce7b7f6177e9.png
7d,Past 7 days,mythic,Mythic,97,38,Vexana,Mage,Mid Lane,47.52,1.05,0.35,23.2,C,Gloo,Chip,Baxia,Harith,Odette,Cyclops,Yve,Kaja,Ling,Franco,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_743edd1702084c4ed247908d698bca77.png
7d,Past 7 days,mythic,Mythic,98,106,Phoveus,Fighter,Exp Lane,47.51,0.25,0.18,19.9,D,Harith,Freya,Wanwan,Lolita,Valentina,Aurora,Bane,Kalea,Aldous,Zhask,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_1_9_06/100_af21c0dd8b5308c27974bff900803a9a.png
7d,Past 7 days,mythic,Mythic,99,66,Vale,Mage,Mid Lane,47.51,0.26,0.04,19.8,D,Odette,Lunox,Aamon,Saber,Estes,Jawhead,Aldous,Thamuz,Chip,Roger,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_2a7a8d1531a1c4f8524880413535348d.png
7d,Past 7 days,mythic,Mythic,100,37,Lapu-Lapu,Fighter,Exp Lane,47.51,0.45,0.08,20.6,C,Zhask,Layla,Terizla,Hanabi,Nana,Argus,Thamuz,Popol and Kupa,Saber,Aurora,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_28036c4584c914c5aad4d2feeafb2452.png
7d,Past 7 days,mythic,Mythic,101,81,Esmeralda,"Tank, Mage",Exp Lane,47.41,1.11,2.05,24.2,C,Mathilda,Lolita,Marcel,Paquito,Lapu-Lapu,Luo Yi,Nolan,Hayabusa,Suyou,Hanzo,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_4661a64a2c6b724e7b67032fcbface27.png
7d,Past 7 days,mythic,Mythic,102,51,Helcurt,Assassin,Jungle,47.35,0.25,2.19,20.7,C,Yve,Lolita,X.Borg,Nolan,Xavier,Chip,Franco,Akai,Grock,Bane,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_6abf0c552b59b8ca4cbc1af3662ef176.png
7d,Past 7 days,mythic,Mythic,103,83,X.Borg,Fighter,Exp Lane,47.3,0.48,0.64,20.6,C,Baxia,Martis,Barats,Phoveus,Terizla,Wanwan,Argus,Aldous,Sun,Grock,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_efe9c7ed8d8f84f1bb0f88a3e08de5fc.png
7d,Past 7 days,mythic,Mythic,104,90,Silvanna,Fighter,Exp Lane,47.27,0.34,0.29,19.7,D,Yve,Aamon,Aldous,Helcurt,Floryn,Chang'e,Roger,Franco,Grock,Lancelot,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_5e7b297af7c6e32a420b897aa4998071.png
7d,Past 7 days,mythic,Mythic,105,79,Granger,Marksman,Gold Lane,46.94,1.5,0.84,23.9,C,Karina,Diggie,Baxia,Wanwan,Ixia,Baxia,Harith,Floryn,Popol and Kupa,Fredrinn,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_1_9_22/100_a7729262d5b4abdc34ae5181e964c235.png
7d,Past 7 days,mythic,Mythic,106,85,Dyrroth,Fighter,"Exp Lane, Jungle",46.88,0.68,0.51,20.2,C,Uranus,Esmeralda,Alice,Natalia,Karina,Aulus,Lolita,Lancelot,Sun,Marcel,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_2_1_18/100_8ec13b59871b2862d773beac2d69fa3e.png
7d,Past 7 days,mythic,Mythic,107,40,Karrie,Marksman,Gold Lane,46.88,0.62,0.95,20.3,C,Baxia,Balmond,Alice,Leomord,Alucard,Wanwan,Franco,Ixia,X.Borg,Nana,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage/100_294576f2bd0dcbcc9041031969d0eb09.png
7d,Past 7 days,mythic,Mythic,108,69,Hanzo,Assassin,Jungle,46.59,0.53,21.88,31.7,B,Balmond,Saber,Franco,Ixia,Aurora,Hilda,Jawhead,Martis,Akai,Aldous,https://akmweb.youngjoygame.com/web/svnres/img/mlbb/homepage_1_9_47/100_d2d28d2fcb060726fa27553920ca1a33.png
